Housing Location,Type of Energy,,,Start Date,End Date,,Usage,Unit,Cost,,
Hanover Hall,Electric,HANOVER_HALL_DEM,201511,10/28/2015,12/1/2015,HANOVERHALLDEM01,"16,330 ",KWH,$987.72 ,,
Hanover Hall,Electric,HANOVER_HALL_DEM,201512,12/1/2015,12/31/2015,HANOVERHALLDEM01,"12,933 ",KWH,$817.01 ,,
Hanover Hall,Electric,HANOVER_HALL_DEM,201601,12/31/2015,2/1/2016,HANOVERHALLDEM01,"13,586 ",KWH,$849.90 ,,
Hanover Hall,Electric,HANOVER_HALL_DEM,201602,2/1/2016,3/1/2016,HANOVERHALLDEM01,"13,898 ",KWH,$848.18 ,,
Hanover Hall,Electric,HANOVER_HALL_DEM,201603,3/1/2016,3/31/2016,HANOVERHALLDEM01,"13,649 ",KWH,$876.25 ,,
Hanover Hall,Electric,HANOVER_HALL_DEM,201604,3/31/2016,4/29/2016,HANOVERHALLDEM01,"14,644 ",KWH,$882.30 ,,
Hanover Hall,Electric,HANOVER_HALL_DEM,201605,4/29/2016,5/31/2016,HANOVERHALLDEM01,"15,060 ",KWH,$936.72 ,,
Hanover Hall,Electric,HANOVER_HALL_DEM,201606,5/31/2016,6/29/2016,HANOVERHALLDEM01,"13,646 ",KWH,$819.20 ,,
Jackson Hall,Electric,JACKSON_HALL_DEM,201507,6/30/2015,7/31/2015,JACKSONHALLDEM01,"29,565 ",KWH,"$1,734.22 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201508,7/31/2015,8/27/2015,JACKSONHALLDEM01,"25,800 ",KWH,"$1,564.49 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201509,8/27/2015,9/29/2015,JACKSONHALLDEM01,"37,672 ",KWH,"$2,203.99 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201510,9/29/2015,10/28/2015,JACKSONHALLDEM01,"32,458 ",KWH,"$1,940.82 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201511,10/28/2015,12/1/2015,JACKSONHALLDEM01,"39,363 ",KWH,"$2,380.87 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201512,12/1/2015,12/31/2015,JACKSONHALLDEM01,"33,339 ",KWH,"$2,106.10 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201601,12/31/2015,2/1/2016,JACKSONHALLDEM01,"38,951 ",KWH,"$2,436.65 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201602,2/1/2016,3/1/2016,JACKSONHALLDEM01,"38,584 ",KWH,"$2,354.73 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201603,3/1/2016,3/31/2016,JACKSONHALLDEM01,"37,118 ",KWH,"$2,382.92 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201604,3/31/2016,4/29/2016,JACKSONHALLDEM01,"35,843 ",KWH,"$2,159.54 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201605,4/29/2016,5/31/2016,JACKSONHALLDEM01,"30,936 ",KWH,"$1,924.19 ",,
Jackson Hall,Electric,JACKSON_HALL_DEM,201606,5/31/2016,6/29/2016,JACKSONHALLDEM01,"24,999 ",KWH,"$1,500.74 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201507,6/30/2015,7/31/2015,JEFFERSONHALLDEM01,"38,037 ",KWH,"$2,231.18 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201508,7/31/2015,8/27/2015,JEFFERSONHALLDEM01,"30,913 ",KWH,"$1,874.54 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201509,8/27/2015,9/29/2015,JEFFERSONHALLDEM01,"41,987 ",KWH,"$2,456.44 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201510,9/29/2015,10/28/2015,JEFFERSONHALLDEM01,"31,401 ",KWH,"$1,877.62 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201511,10/28/2015,12/1/2015,JEFFERSONHALLDEM01,"33,610 ",KWH,"$2,032.90 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201512,12/1/2015,12/31/2015,JEFFERSONHALLDEM01,"32,117 ",KWH,"$2,028.90 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201601,12/31/2015,2/1/2016,JEFFERSONHALLDEM01,"45,253 ",KWH,"$2,830.89 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201602,2/1/2016,3/1/2016,JEFFERSONHALLDEM01,"40,428 ",KWH,"$2,467.27 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201603,3/1/2016,3/31/2016,JEFFERSONHALLDEM01,"29,546 ",KWH,"$1,896.81 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201604,3/31/2016,4/29/2016,JEFFERSONHALLDEM01,"31,424 ",KWH,"$1,893.30 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201605,4/29/2016,5/31/2016,JEFFERSONHALLDEM01,"35,802 ",KWH,"$2,226.85 ",,
Jefferson Hall,Electric,JEFFERSON_HALL_DEM,201606,5/31/2016,6/29/2016,JEFFERSONHALLDEM01,"38,346 ",KWH,"$2,301.99 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201507,6/30/2015,7/31/2015,LIBERTYSQUAREDEM01,"95,437 ",KWH,"$5,598.15 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201508,7/31/2015,8/27/2015,LIBERTYSQUAREDEM01,"76,469 ",KWH,"$4,637.02 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201509,8/27/2015,9/29/2015,LIBERTYSQUAREDEM01,"141,252 ",KWH,"$8,263.92 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201510,9/29/2015,10/28/2015,LIBERTYSQUAREDEM01,"129,021 ",KWH,"$7,714.80 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201511,10/28/2015,12/1/2015,LIBERTYSQUAREDEM01,"149,558 ",KWH,"$9,046.02 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201512,12/1/2015,12/31/2015,LIBERTYSQUAREDEM01,"120,454 ",KWH,"$7,609.36 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201601,12/31/2015,2/1/2016,LIBERTYSQUAREDEM01,"124,250 ",KWH,"$7,772.69 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201602,2/1/2016,3/1/2016,LIBERTYSQUAREDEM01,"129,753 ",KWH,"$7,918.65 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201603,3/1/2016,3/31/2016,LIBERTYSQUAREDEM01,"123,334 ",KWH,"$7,917.86 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201604,3/31/2016,4/29/2016,LIBERTYSQUAREDEM01,"125,542 ",KWH,"$7,563.90 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201605,4/29/2016,5/31/2016,LIBERTYSQUAREDEM01,"117,927 ",KWH,"$7,334.95 ",,
Liberty Square,Electric,LIBERTY_SQUARE_DEM,201606,5/31/2016,6/29/2016,LIBERTYSQUAREDEM01,"104,191 ",KWH,"$6,254.80 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201507,6/30/2015,7/31/2015,LINCOLNHALLDEM01,"24,392 ",KWH,"$1,430.79 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201508,7/31/2015,8/27/2015,LINCOLNHALLDEM01,"24,337 ",KWH,"$1,475.78 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201509,8/27/2015,9/29/2015,LINCOLNHALLDEM01,"40,230 ",KWH,"$2,353.65 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201510,9/29/2015,10/28/2015,LINCOLNHALLDEM01,"31,198 ",KWH,"$1,865.48 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201511,10/28/2015,12/1/2015,LINCOLNHALLDEM01,"29,603 ",KWH,"$1,790.54 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201512,12/1/2015,12/31/2015,LINCOLNHALLDEM01,"22,442 ",KWH,"$1,417.71 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201601,12/31/2015,2/1/2016,LINCOLNHALLDEM01,"24,268 ",KWH,"$1,518.13 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201602,2/1/2016,3/1/2016,LINCOLNHALLDEM01,"26,575 ",KWH,"$1,621.84 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201603,3/1/2016,3/31/2016,LINCOLNHALLDEM01,"24,688 ",KWH,"$1,584.93 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201604,3/31/2016,4/29/2016,LINCOLNHALLDEM01,"26,579 ",KWH,"$1,601.38 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201605,4/29/2016,5/31/2016,LINCOLNHALLDEM01,"29,970 ",KWH,"$1,864.11 ",,
Lincoln Hall,Electric,LINCOLN_HALL_DEM,201606,5/31/2016,6/29/2016,LINCOLNHALLDEM01,"19,971 ",KWH,"$1,198.90 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201507,6/30/2015,7/31/2015,NORTHERNNECKDEM01,"45,951 ",KWH,"$2,695.40 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201508,7/31/2015,8/27/2015,NORTHERNNECKDEM01,"39,301 ",KWH,"$2,383.18 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201509,8/27/2015,9/29/2015,NORTHERNNECKDEM01,"86,198 ",KWH,"$5,043.00 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201510,9/29/2015,10/28/2015,NORTHERNNECKDEM01,"74,808 ",KWH,"$4,473.14 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201511,10/28/2015,12/1/2015,NORTHERNNECKDEM01,"84,982 ",KWH,"$5,140.14 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201512,12/1/2015,12/31/2015,NORTHERNNECKDEM01,"65,047 ",KWH,"$4,109.17 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201601,12/31/2015,2/1/2016,NORTHERNNECKDEM01,"66,581 ",KWH,"$4,165.10 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201602,2/1/2016,3/1/2016,NORTHERNNECKDEM01,"77,556 ",KWH,"$4,733.14 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201603,3/1/2016,3/31/2016,NORTHERNNECKDEM01,"75,809 ",KWH,"$4,866.83 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201604,3/31/2016,4/29/2016,NORTHERNNECKDEM01,"75,340 ",KWH,"$4,539.23 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201605,4/29/2016,5/31/2016,NORTHERNNECKDEM01,"62,456 ",KWH,"$3,884.71 ",,
Northern Neck,Electric,NORTHERNNECKDEM01,201606,5/31/2016,6/29/2016,NORTHERNNECKDEM01,"39,893 ",KWH,"$2,394.86 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201507,6/30/2015,7/31/2015,PIEDMONT/TIDEWATERDEM01,"59,276 ",KWH,"$3,477.01 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201508,7/31/2015,8/27/2015,PIEDMONT/TIDEWATERDEM01,"47,739 ",KWH,"$2,894.85 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201509,8/27/2015,9/29/2015,PIEDMONT/TIDEWATERDEM01,"88,009 ",KWH,"$5,148.95 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201510,9/29/2015,10/28/2015,PIEDMONT/TIDEWATERDEM01,"76,393 ",KWH,"$4,567.91 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201511,10/28/2015,12/1/2015,PIEDMONT/TIDEWATERDEM01,"87,479 ",KWH,"$5,291.17 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201512,12/1/2015,12/31/2015,PIEDMONT/TIDEWATERDEM01,"65,318 ",KWH,"$4,126.29 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201601,12/31/2015,2/1/2016,PIEDMONT/TIDEWATERDEM01,"67,751 ",KWH,"$4,238.29 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201602,2/1/2016,3/1/2016,PIEDMONT/TIDEWATERDEM01,"80,253 ",KWH,"$4,897.73 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201603,3/1/2016,3/31/2016,PIEDMONT/TIDEWATERDEM01,"76,471 ",KWH,"$4,909.32 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201604,3/31/2016,4/29/2016,PIEDMONT/TIDEWATERDEM01,"78,775 ",KWH,"$4,746.19 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201605,4/29/2016,5/31/2016,PIEDMONT/TIDEWATERDEM01,"71,708 ",KWH,"$4,460.17 ",,
Piedmont/Tidewater,Electric,PIEDMONT/TIDEWATERDEM01,201606,5/31/2016,6/29/2016,PIEDMONT/TIDEWATERDEM01,"60,303 ",KWH,"$3,620.11 ",,
Rogers,Electric,RODGERSDEM01,201507,6/30/2015,7/31/2015,ROGERSDEM01,"43,578 ",KWH,"$2,556.20 ",,
Rogers,Electric,RODGERSDEM01,201508,7/31/2015,8/27/2015,ROGERSDEM01,"38,084 ",KWH,"$2,309.38 ",,
Rogers,Electric,RODGERSDEM01,201509,8/27/2015,9/29/2015,ROGERSDEM01,"123,042 ",KWH,"$7,198.55 ",,
Rogers,Electric,RODGERSDEM01,201510,9/29/2015,10/28/2015,ROGERSDEM01,"72,548 ",KWH,"$4,338.00 ",,
Rogers,Electric,RODGERSDEM01,201511,10/28/2015,12/1/2015,ROGERSDEM01,"125,633 ",KWH,"$7,598.92 ",,
Rogers,Electric,RODGERSDEM01,201512,12/1/2015,12/31/2015,ROGERSDEM01,"99,161 ",KWH,"$6,264.23 ",,
Rogers,Electric,RODGERSDEM01,201601,12/31/2015,2/1/2016,ROGERSDEM01,"100,018 ",KWH,"$6,256.81 ",,
Rogers,Electric,RODGERSDEM01,201602,2/1/2016,3/1/2016,ROGERSDEM01,"107,438 ",KWH,"$6,556.80 ",,
Rogers,Electric,RODGERSDEM01,201603,3/1/2016,3/31/2016,ROGERSDEM01,"103,006 ",KWH,"$6,612.83 ",,
Rogers,Electric,RODGERSDEM01,201604,3/31/2016,4/29/2016,ROGERSDEM01,"106,538 ",KWH,"$6,418.91 ",,
Rogers,Electric,RODGERSDEM01,201605,4/29/2016,5/31/2016,ROGERSDEM01,"94,526 ",KWH,"$5,879.43 ",,
Rogers,Electric,RODGERSDEM01,201606,5/31/2016,6/29/2016,ROGERSDEM01,"71,223 ",KWH,"$4,275.66 ",,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201507,6/30/2015,7/31/2015,STUDENTAPARTMENTS01DEM01,"7,255 ",KWH,$425.56 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201508,7/31/2015,8/27/2015,STUDENTAPARTMENTS01DEM01,"7,118 ",KWH,$431.63 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201509,8/27/2015,9/29/2015,STUDENTAPARTMENTS01DEM01,"9,348 ",KWH,$546.90 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201510,9/29/2015,10/28/2015,STUDENTAPARTMENTS01DEM01,"5,577 ",KWH,$333.48 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201511,10/28/2015,12/1/2015,STUDENTAPARTMENTS01DEM01,"10,259 ",KWH,$620.52 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201512,12/1/2015,12/31/2015,STUDENTAPARTMENTS01DEM01,"6,333 ",KWH,$400.07 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201601,12/31/2015,2/1/2016,STUDENTAPARTMENTS01DEM01,"7,127 ",KWH,$445.84 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201602,2/1/2016,3/1/2016,STUDENTAPARTMENTS01DEM01,"7,117 ",KWH,$434.34 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201603,3/1/2016,3/31/2016,STUDENTAPARTMENTS01DEM01,"6,482 ",KWH,$416.13 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201604,3/31/2016,4/29/2016,STUDENTAPARTMENTS01DEM01,"7,325 ",KWH,$441.33 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201605,4/29/2016,5/31/2016,STUDENTAPARTMENTS01DEM01,"5,068 ",KWH,$315.22 ,,
Student Apartments I,Electric,STUDENT_APTS_01_DEM,201606,5/31/2016,6/29/2016,STUDENTAPARTMENTS01DEM01,"5,466 ",KWH,$328.14 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201507,6/30/2015,7/31/2015,STUDENTAPARTMENTS02DEM01,"7,671 ",KWH,$449.97 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201508,7/31/2015,8/27/2015,STUDENTAPARTMENTS02DEM01,"7,883 ",KWH,$478.02 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201509,8/27/2015,9/29/2015,STUDENTAPARTMENTS02DEM01,"11,240 ",KWH,$657.59 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201510,9/29/2015,10/28/2015,STUDENTAPARTMENTS02DEM01,"7,623 ",KWH,$455.82 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201511,10/28/2015,12/1/2015,STUDENTAPARTMENTS02DEM01,"12,292 ",KWH,$743.48 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201512,12/1/2015,12/31/2015,STUDENTAPARTMENTS02DEM01,"7,293 ",KWH,$460.72 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201601,12/31/2015,2/1/2016,STUDENTAPARTMENTS02DEM01,"7,976 ",KWH,$498.95 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201602,2/1/2016,3/1/2016,STUDENTAPARTMENTS02DEM01,"9,506 ",KWH,$580.14 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201603,3/1/2016,3/31/2016,STUDENTAPARTMENTS02DEM01,"8,418 ",KWH,$540.42 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201604,3/31/2016,4/29/2016,STUDENTAPARTMENTS02DEM01,"8,874 ",KWH,$534.66 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201605,4/29/2016,5/31/2016,STUDENTAPARTMENTS02DEM01,"5,596 ",KWH,$348.07 ,,
Student Apartments II,Electric,STUDENT_APTS_02_DEM,201606,5/31/2016,6/29/2016,STUDENTAPARTMENTS02DEM01,"5,461 ",KWH,$327.84 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201507,6/30/2015,7/31/2015,STUDENTAPARTMENTS03DEM01,"7,132 ",KWH,$418.35 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201508,7/31/2015,8/27/2015,STUDENTAPARTMENTS03DEM01,"6,593 ",KWH,$399.79 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201509,8/27/2015,9/29/2015,STUDENTAPARTMENTS03DEM01,"8,232 ",KWH,$481.61 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201510,9/29/2015,10/28/2015,STUDENTAPARTMENTS03DEM01,"4,798 ",KWH,$286.90 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201511,10/28/2015,12/1/2015,STUDENTAPARTMENTS03DEM01,"9,962 ",KWH,$602.55 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201512,12/1/2015,12/31/2015,STUDENTAPARTMENTS03DEM01,"5,664 ",KWH,$357.81 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201601,12/31/2015,2/1/2016,STUDENTAPARTMENTS03DEM01,"5,813 ",KWH,$363.64 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201602,2/1/2016,3/1/2016,STUDENTAPARTMENTS03DEM01,"6,016 ",KWH,$367.15 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201603,3/1/2016,3/31/2016,STUDENTAPARTMENTS03DEM01,"5,897 ",KWH,$378.58 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201604,3/31/2016,4/29/2016,STUDENTAPARTMENTS03DEM01,"6,214 ",KWH,$374.39 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201605,4/29/2016,5/31/2016,STUDENTAPARTMENTS03DEM01,"4,254 ",KWH,$264.59 ,,
Student Apartments III,Electric,STUDENT_APT_03_DEM,201606,5/31/2016,6/29/2016,STUDENTAPARTMENTS03DEM01,"4,767 ",KWH,$286.17 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201507,6/30/2015,7/31/2015,STUDENTAPARTMENTS04DEM01,"7,048 ",KWH,$413.42 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201508,7/31/2015,8/27/2015,STUDENTAPARTMENTS04DEM01,"6,626 ",KWH,$401.80 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201509,8/27/2015,9/29/2015,STUDENTAPARTMENTS04DEM01,"11,367 ",KWH,$665.02 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201510,9/29/2015,10/28/2015,STUDENTAPARTMENTS04DEM01,"7,710 ",KWH,$461.02 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201511,10/28/2015,12/1/2015,STUDENTAPARTMENTS04DEM01,"12,516 ",KWH,$757.03 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201512,12/1/2015,12/31/2015,STUDENTAPARTMENTS04DEM01,"7,415 ",KWH,$468.42 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201601,12/31/2015,2/1/2016,STUDENTAPARTMENTS04DEM01,"7,540 ",KWH,$471.68 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201602,2/1/2016,3/1/2016,STUDENTAPARTMENTS04DEM01,"8,829 ",KWH,$538.82 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201603,3/1/2016,3/31/2016,STUDENTAPARTMENTS04DEM01,"8,018 ",KWH,$514.74 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201604,3/31/2016,4/29/2016,STUDENTAPARTMENTS04DEM01,"8,401 ",KWH,$506.16 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201605,4/29/2016,5/31/2016,STUDENTAPARTMENTS04DEM01,"6,036 ",KWH,$375.43 ,,
Student Apartments IV,Electric,STUDENT_APT_04_DEM,201606,5/31/2016,6/29/2016,STUDENTAPARTMENTS04DEM01,"6,293 ",KWH,$377.78 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201507,6/30/2015,7/31/2015,STUDENTAPARTMENTS05DEM01,"5,200 ",KWH,$305.02 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201508,7/31/2015,8/27/2015,STUDENTAPARTMENTS05DEM01,"4,878 ",KWH,$295.80 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201509,8/27/2015,9/29/2015,STUDENTAPARTMENTS05DEM01,"6,959 ",KWH,$407.14 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201510,9/29/2015,10/28/2015,STUDENTAPARTMENTS05DEM01,"5,702 ",KWH,$340.95 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201511,10/28/2015,12/1/2015,STUDENTAPARTMENTS05DEM01,"7,980 ",KWH,$482.67 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201512,12/1/2015,12/31/2015,STUDENTAPARTMENTS05DEM01,"4,144 ",KWH,$261.79 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201601,12/31/2015,2/1/2016,STUDENTAPARTMENTS05DEM01,"4,460 ",KWH,$279.00 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201602,2/1/2016,3/1/2016,STUDENTAPARTMENTS05DEM01,"4,780 ",KWH,$291.72 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201603,3/1/2016,3/31/2016,STUDENTAPARTMENTS05DEM01,"4,166 ",KWH,$267.45 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201604,3/31/2016,4/29/2016,STUDENTAPARTMENTS05DEM01,"4,795 ",KWH,$288.90 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201605,4/29/2016,5/31/2016,STUDENTAPARTMENTS05DEM01,"3,568 ",KWH,$221.93 ,,
Student Apartments V,Electric,STUDENT_APT_05_DEM,201606,5/31/2016,6/29/2016,STUDENTAPARTMENTS05DEM01,"4,459 ",KWH,$267.68 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201507,6/30/2015,7/31/2015,STUDENTAPARTMENTS06DEM01,"5,489 ",KWH,$321.97 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201508,7/31/2015,8/27/2015,STUDENTAPARTMENTS06DEM01,"4,723 ",KWH,$286.40 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201509,8/27/2015,9/29/2015,STUDENTAPARTMENTS06DEM01,"6,428 ",KWH,$376.07 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201510,9/29/2015,10/28/2015,STUDENTAPARTMENTS06DEM01,"5,107 ",KWH,$305.37 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201511,10/28/2015,12/1/2015,STUDENTAPARTMENTS06DEM01,"7,340 ",KWH,$443.96 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201512,12/1/2015,12/31/2015,STUDENTAPARTMENTS06DEM01,"3,965 ",KWH,$250.48 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201601,12/31/2015,2/1/2016,STUDENTAPARTMENTS06DEM01,"4,369 ",KWH,$273.31 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201602,2/1/2016,3/1/2016,STUDENTAPARTMENTS06DEM01,"5,086 ",KWH,$310.39 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201603,3/1/2016,3/31/2016,STUDENTAPARTMENTS06DEM01,"4,186 ",KWH,$268.74 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201604,3/31/2016,4/29/2016,STUDENTAPARTMENTS06DEM01,"4,590 ",KWH,$276.55 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201605,4/29/2016,5/31/2016,STUDENTAPARTMENTS06DEM01,"3,748 ",KWH,$233.12 ,,
Student Apartments VI,Electric,STUDENT_APT_06_DEM,201606,5/31/2016,6/29/2016,STUDENTAPARTMENTS06DEM01,"3,451 ",KWH,$207.17 ,,
Student Apartments VI,Electric,STUDENT_APT_06A_DEM,201507,6/30/2015,7/31/2015,STUDENTAPARTMENTS06ADEM01,427 ,KWH,$25.05 ,,
Student Apartments VI,Electric,STUDENT_APT_06A_DEM,201508,7/31/2015,8/27/2015,STUDENTAPARTMENTS06ADEM01,391 ,KWH,$23.71 ,,
Student Apartments VI,Electric,STUDENT_APT_06A_DEM,201509,8/27/2015,9/29/2015,STUDENTAPARTMENTS06ADEM01,713 ,KWH,$41.71 ,,
Student Apartments VI,Electric,STUDENT_APT_06A_DEM,201510,9/29/2015,10/28/2015,STUDENTAPARTMENTS06ADEM01,"2,964 ",KWH,$177.23 ,,
Student Apartments VI,Electric,STUDENT_APT_06A_DEM,201511,10/28/2015,12/1/2015,STUDENTAPARTMENTS06ADEM01,"6,462 ",KWH,$390.85 ,,
